Month,USBPPRVTO,USCMSSATP,USCSALETP,USCSAVGEA,USCSHP10E,USCSHP20E,USCSMEDEA,USCSPFEDB,USCSPSTLB,USEM23..O,USEM236.O,USEM2361O,USEM2362O,USEM237.O,USEM2380O,USEM238NO,USEM531.O,USEXCNDOO,USEXHOMEO,USEXHOUSE,USHAUTHPP,USHBEGUNP,USHCOMPLP,USHCSA1.P,USHCSO1.P,USHK23..G,USHK23..O,USHKA23.G,USHMSCO1P,USHMSSAEP,USHMSSATP,USHNSA1.P,USHNSO1.P,USHOUSATE,USHOUSE.O,USHOUSEM,USHOUSEP,USHOUSESE,USHPAVGEA,USHPMEDEA,USHPPURME,USHSALE1O,USHSALEEP,USHSALETP,USHSAPSOO,USHSAVGEA,USHSMEDEA,USHSOLD1P,USHSOLDEP,USHUNDERP,USHUSA1.P,USHUSO1.P,USICBCMLB,USICBFUNB,USICBHASB,USICBNRSB,USICBOFFB,USICBPOWB,USICBRESB,USICBTRNB,USICNCMLB,USICNCOMB,USICNDISB,USICNEDUB,USICNFUNB,USICNHASB,USICNINNB,USICNMEDB,USICNMFGB,USICNNRSB,USICNOFFB,USICNPOWB,USICNPUBB,USICNRESB,USICNTRNB,USICNWATB,USICPCMLB,USICPCOMB,USICPFUNB,USICPINNB,USICPMFGB,USICPOFFB,USICPPOWB,USICPRESB,USICPTRNB,USIP325NG,USIP3273G,USIP327CG,USIP327RG,USIP331BG,USIP333CG,USIPMCNSG,USJCUTCNP,USJCUTREP,USMEMCOOH,USMEMI23H,USMEMI53H,USMGPCE1A,USMGPCN1A,USNAHB1E,USNAHB1P,USNAHBBT,USNAHBMI,USNCPRIVB,USNEWCONB,USPHSI..G,USPVHCONE,USPVHOUCE,USTCBHEP,USTCBHEW,USTCBHEX,USWH23..O
198605,1847.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4924.00000,NaN,700.40000,NaN,NaN,NaN,NaN,NaN,NaN,3370.00000,3370.00000,170.20000,186.60000,147.90000,98.00000,19.00000,75.50000,37.90000,NaN,NaN,9.90000,9.90000,59.00000,25.00000,1797.00000,1854.00000,92100.00000,114600.00000,789.00000,101700.00000,83200.00000,NaN,337.00000,2860.00000,2860.00000,5.20000,NaN,83200.00000,75.00000,NaN,1146.20000,178.00000,31.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.39200,64.10480,74.35440,61.69220,48.38470,56.10090,66.19510,NaN,NaN,NaN,NaN,NaN,106.00000,114.70000,70.00000,65.00000,61.00000,64.00000,345.25800,429.88600,NaN,1137.00000,1833.00000,4.50000,1.20000,2.00000,NaN
198606,1840.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4917.00000,NaN,704.70000,NaN,NaN,NaN,NaN,NaN,NaN,3360.00000,3360.00000,173.70000,183.60000,149.90000,99.00000,17.00000,74.80000,37.60000,NaN,NaN,9.40000,9.40000,58.00000,21.00000,1790.00000,1847.00000,91200.00000,110900.00000,728.00000,102100.00000,82600.00000,NaN,340.00000,2690.00000,2690.00000,5.70000,NaN,82600.00000,66.00000,NaN,1175.50000,185.00000,28.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.46560,64.24650,74.17550,61.92570,45.37720,54.97980,65.46660,NaN,NaN,NaN,NaN,NaN,108.50000,122.10000,69.00000,68.00000,58.00000,65.00000,347.59400,432.43100,NaN,1149.00000,1672.00000,4.60000,1.30000,2.00000,NaN
198607,1830.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4930.00000,NaN,708.30000,NaN,NaN,NaN,NaN,NaN,NaN,3440.00000,3440.00000,167.10000,172.00000,150.50000,97.00000,17.00000,75.30000,37.80000,NaN,NaN,8.80000,8.80000,60.00000,16.00000,1780.00000,1782.00000,94100.00000,116800.00000,698.00000,99200.00000,79900.00000,NaN,349.00000,2530.00000,2530.00000,6.10000,NaN,79900.00000,57.00000,NaN,1194.80000,193.00000,24.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.42100,64.25080,74.59550,61.86090,48.19750,52.39400,65.93350,NaN,NaN,NaN,NaN,NaN,108.90000,115.70000,65.00000,62.00000,52.00000,59.00000,350.08200,435.61100,NaN,1151.00000,1722.00000,4.40000,1.10000,2.20000,NaN
198608,1774.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4943.00000,NaN,715.50000,NaN,NaN,NaN,NaN,NaN,NaN,3510.00000,3510.00000,146.50000,163.80000,159.20000,98.00000,16.00000,76.00000,38.00000,NaN,NaN,8.90000,8.90000,56.00000,14.00000,1726.00000,1807.00000,91500.00000,113200.00000,621.00000,100300.00000,82000.00000,NaN,350.00000,2670.00000,2670.00000,7.00000,NaN,82000.00000,52.00000,NaN,1197.20000,200.00000,22.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.46520,65.48450,75.79310,63.12310,46.05990,54.81090,66.54430,NaN,NaN,NaN,NaN,NaN,108.50000,117.90000,58.00000,58.00000,48.00000,55.00000,349.89200,435.65600,NaN,1157.00000,1763.00000,4.10000,1.30000,1.90000,NaN
198609,1733.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4939.00000,NaN,719.40000,NaN,NaN,NaN,NaN,NaN,NaN,3570.00000,3570.00000,153.70000,154.00000,157.20000,100.00000,17.00000,76.10000,38.10000,NaN,NaN,7.90000,7.90000,61.00000,17.00000,1686.00000,1687.00000,95000.00000,114000.00000,763.00000,98200.00000,80300.00000,NaN,354.00000,2450.00000,2450.00000,5.80000,NaN,80300.00000,60.00000,NaN,1191.60000,196.00000,27.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.89670,65.97700,75.55740,63.79290,41.56960,49.18730,66.59220,NaN,NaN,NaN,NaN,NaN,111.10000,124.00000,66.00000,56.00000,54.00000,57.00000,350.38300,436.46900,NaN,1148.00000,1732.00000,4.40000,1.20000,2.10000,NaN
198610,1722.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954.00000,NaN,725.90000,NaN,NaN,NaN,NaN,NaN,NaN,3570.00000,3570.00000,150.20000,154.80000,167.30000,100.00000,18.00000,75.10000,37.60000,NaN,NaN,7.90000,7.90000,63.00000,13.00000,1675.00000,1681.00000,96400.00000,114900.00000,669.00000,97300.00000,79400.00000,NaN,357.00000,2470.00000,2470.00000,6.50000,NaN,79400.00000,54.00000,NaN,1174.80000,199.00000,23.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.10800,65.84900,76.83980,63.38980,42.46940,48.07730,66.54600,NaN,NaN,NaN,NaN,NaN,108.60000,127.50000,75.00000,67.00000,54.00000,64.00000,357.95900,442.65400,NaN,1136.00000,1782.00000,4.00000,1.10000,1.70000,NaN
198611,1690.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4960.00000,NaN,725.30000,NaN,NaN,NaN,NaN,NaN,NaN,3740.00000,3740.00000,110.30000,115.60000,147.00000,102.00000,15.00000,75.00000,37.50000,NaN,NaN,8.00000,8.00000,60.00000,13.00000,1644.00000,1623.00000,94000.00000,113600.00000,707.00000,99100.00000,80400.00000,NaN,354.00000,2570.00000,2570.00000,6.10000,NaN,80400.00000,48.00000,NaN,1142.10000,195.00000,20.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.53770,64.09030,75.25750,61.61890,44.98530,46.57030,66.76040,NaN,NaN,NaN,NaN,NaN,110.70000,124.20000,66.00000,61.00000,51.00000,59.00000,352.62300,436.09300,NaN,1119.00000,1793.00000,3.10000,1.10000,1.60000,NaN
198612,1956.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4993.00000,NaN,736.90000,NaN,NaN,NaN,NaN,NaN,NaN,3900.00000,3900.00000,133.40000,113.00000,174.70000,103.00000,18.00000,75.90000,37.70000,NaN,NaN,5.80000,5.80000,64.00000,12.00000,1903.00000,1833.00000,95000.00000,118900.00000,784.00000,100600.00000,80800.00000,NaN,357.00000,1970.00000,1970.00000,5.50000,NaN,80800.00000,49.00000,NaN,1073.50000,194.00000,19.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.19220,65.84640,77.64930,63.25780,44.08650,45.62400,67.18300,NaN,NaN,NaN,NaN,NaN,116.10000,124.80000,67.00000,68.00000,55.00000,64.00000,351.44100,434.46400,NaN,1107.00000,1840.00000,4.30000,1.10000,2.10000,NaN
198701,1737.00000,NaN,NaN,NaN,63.10000,NaN,NaN,NaN,NaN,5007.00000,NaN,722.30000,NaN,NaN,NaN,NaN,NaN,NaN,3490.00000,3490.00000,101.00000,105.10000,136.70000,102.00000,17.00000,78.10000,38.70000,NaN,NaN,8.10000,8.10000,61.00000,15.00000,1690.00000,1774.00000,98500.00000,122100.00000,709.00000,101100.00000,82900.00000,NaN,356.00000,2380.00000,2380.00000,6.00000,NaN,82900.00000,53.00000,NaN,1040.90000,192.00000,22.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.69800,69.80480,80.89600,67.36390,33.10910,43.11890,67.90900,NaN,NaN,NaN,NaN,NaN,108.40000,132.60000,64.00000,68.00000,53.00000,63.00000,349.01500,435.97100,NaN,1090.00000,1862.00000,4.40000,1.50000,1.90000,NaN
198702,1736.00000,NaN,NaN,NaN,63.80000,NaN,NaN,NaN,NaN,5038.00000,NaN,724.20000,NaN,NaN,NaN,NaN,NaN,NaN,3650.00000,3650.00000,102.00000,102.80000,117.80000,97.00000,17.00000,78.40000,38.60000,NaN,NaN,8.30000,8.30000,63.00000,20.00000,1689.00000,1784.00000,95200.00000,121300.00000,732.00000,105000.00000,85600.00000,NaN,357.00000,2570.00000,2570.00000,6.20000,NaN,85600.00000,59.00000,NaN,1024.50000,189.00000,22.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.83190,71.38460,80.52260,69.33980,41.93520,47.00770,69.12900,NaN,NaN,NaN,NaN,NaN,115.70000,135.60000,64.00000,64.00000,50.00000,60.00000,351.27700,440.27200,NaN,1096.00000,1771.00000,3.10000,1.10000,1.30000,NaN
198703,1752.00000,NaN,NaN,NaN,64.43000,NaN,NaN,NaN,NaN,5039.00000,NaN,727.90000,NaN,NaN,NaN,NaN,NaN,NaN,3640.00000,3640.00000,152.10000,141.20000,126.40000,93.00000,18.00000,77.70000,38.30000,NaN,NaN,8.50000,8.50000,66.00000,24.00000,1704.00000,1726.00000,98400.00000,119500.00000,713.00000,104000.00000,85200.00000,NaN,358.00000,2620.00000,2620.00000,6.00000,NaN,85200.00000,73.00000,NaN,1034.10000,193.00000,31.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.33050,68.57560,79.90220,66.11870,41.07640,43.14200,68.78900,NaN,NaN,NaN,NaN,NaN,118.40000,130.20000,65.00000,64.00000,48.00000,60.00000,346.03300,435.59900,NaN,1084.00000,1694.00000,4.10000,1.40000,2.00000,NaN
198704,1646.00000,NaN,NaN,NaN,65.06000,NaN,NaN,NaN,NaN,5053.00000,NaN,728.10000,NaN,NaN,NaN,NaN,NaN,NaN,3500.00000,3500.00000,157.90000,159.30000,135.60000,93.00000,18.00000,77.20000,38.00000,NaN,NaN,8.80000,8.80000,65.00000,22.00000,1601.00000,1614.00000,96500.00000,118100.00000,735.00000,106200.00000,86000.00000,NaN,358.00000,2620.00000,2620.00000,6.00000,NaN,86000.00000,72.00000,NaN,1054.10000,197.00000,31.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.17330,68.08030,80.87470,65.34440,45.19310,41.67430,69.16560,NaN,NaN,NaN,NaN,NaN,121.70000,136.90000,62.00000,62.00000,50.00000,59.00000,350.79300,439.42600,NaN,1079.00000,1735.00000,3.20000,0.70000,1.70000,NaN
198705,1542.00000,NaN,NaN,NaN,65.82000,NaN,NaN,NaN,NaN,5080.00000,NaN,727.60000,NaN,NaN,NaN,NaN,NaN,NaN,3630.00000,3630.00000,137.30000,158.00000,131.40000,93.00000,17.00000,78.90000,38.60000,NaN,NaN,8.10000,8.10000,59.00000,19.00000,1500.00000,1628.00000,104900.00000,126600.00000,651.00000,107500.00000,86000.00000,NaN,353.00000,2520.00000,2520.00000,6.70000,NaN,86000.00000,62.00000,NaN,1077.10000,199.00000,26.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.14270,69.17720,81.01040,66.61900,45.70900,46.31280,69.68220,NaN,NaN,NaN,NaN,NaN,120.00000,132.90000,59.00000,61.00000,42.00000,55.00000,356.35700,445.32200,NaN,1070.00000,1713.00000,4.10000,1.30000,1.80000,NaN
198706,1565.00000,NaN,NaN,NaN,66.48000,NaN,NaN,NaN,NaN,5086.00000,NaN,728.50000,NaN,NaN,NaN,NaN,NaN,NaN,3450.00000,3450.00000,157.50000,162.90000,148.10000,93.00000,18.00000,77.60000,38.00000,NaN,NaN,8.00000,8.00000,62.00000,15.00000,1522.00000,1594.00000,109000.00000,135800.00000,637.00000,107100.00000,85900.00000,NaN,358.00000,2390.00000,2390.00000,6.90000,NaN,85900.00000,58.00000,NaN,1087.40000,204.00000,25.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.31710,67.87870,80.62680,65.14620,51.48270,48.56030,69.92300,NaN,NaN,NaN,NaN,NaN,118.70000,131.80000,57.00000,60.00000,46.00000,56.00000,350.29900,438.86500,NaN,1060.00000,1635.00000,3.30000,0.90000,1.50000,NaN
198707,1558.00000,NaN,NaN,NaN,67.12000,NaN,NaN,NaN,NaN,5092.00000,NaN,732.10000,NaN,NaN,NaN,NaN,NaN,NaN,3420.00000,3420.00000,142.00000,152.40000,143.60000,92.00000,16.00000,78.10000,38.20000,NaN,NaN,8.10000,8.10000,59.00000,14.00000,1516.00000,1575.00000,105000.00000,128600.00000,658.00000,109800.00000,88300.00000,NaN,360.00000,2330.00000,2330.00000,6.70000,NaN,88300.00000,55.00000,NaN,1093.30000,208.00000,24.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.34110,69.07760,83.21710,66.06460,46.70870,55.24920,70.11660,NaN,NaN,NaN,NaN,NaN,117.20000,134.60000,61.00000,58.00000,42.00000,55.00000,353.54700,445.56500,NaN,1051.00000,1685.00000,3.60000,0.80000,2.10000,NaN
198708,1553.00000,NaN,NaN,NaN,67.71000,NaN,NaN,NaN,NaN,5102.00000,NaN,729.20000,NaN,NaN,NaN,NaN,NaN,NaN,3290.00000,3290.00000,128.90000,143.60000,151.70000,94.00000,17.00000,78.30000,38.20000,NaN,NaN,8.40000,8.40000,60.00000,12.00000,1511.00000,1605.00000,106800.00000,128500.00000,657.00000,107000.00000,86500.00000,NaN,362.00000,2400.00000,2400.00000,6.80000,NaN,86500.00000,56.00000,NaN,1083.30000,209.00000,26.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.93390,68.09250,80.18610,65.44520,52.38270,52.73410,70.65690,NaN,NaN,NaN,NaN,NaN,115.30000,141.20000,60.00000,57.00000,44.00000,54.00000,357.83900,447.40500,NaN,1045.00000,1624.00000,4.10000,1.40000,1.80000,NaN
198709,1556.00000,NaN,NaN,NaN,68.35000,NaN,NaN,NaN,NaN,5096.00000,NaN,731.60000,NaN,NaN,NaN,NaN,NaN,NaN,3320.00000,3320.00000,136.50000,152.00000,143.50000,96.00000,14.00000,76.50000,37.40000,NaN,NaN,8.30000,8.30000,55.00000,13.00000,1514.00000,1695.00000,106500.00000,133500.00000,666.00000,106900.00000,85500.00000,NaN,362.00000,2370.00000,2370.00000,6.80000,NaN,85500.00000,52.00000,NaN,1088.60000,214.00000,25.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.63230,68.95020,81.96100,66.10150,53.65360,56.22090,70.95890,NaN,NaN,NaN,NaN,NaN,118.10000,140.20000,57.00000,56.00000,43.00000,52.00000,359.80900,452.67900,NaN,1048.00000,1587.00000,3.90000,1.20000,1.80000,NaN
198710,1488.00000,NaN,NaN,NaN,68.99000,NaN,NaN,NaN,NaN,5142.00000,NaN,741.30000,NaN,NaN,NaN,NaN,NaN,NaN,3340.00000,3340.00000,124.00000,139.10000,149.20000,96.00000,16.00000,79.30000,38.40000,NaN,NaN,8.90000,8.90000,55.00000,12.00000,1447.00000,1515.00000,106500.00000,125800.00000,650.00000,106100.00000,84600.00000,NaN,361.00000,2570.00000,2570.00000,6.80000,NaN,84600.00000,52.00000,NaN,1077.10000,214.00000,24.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.33410,70.24000,83.30800,67.34170,56.89130,59.94760,72.03580,NaN,NaN,NaN,NaN,NaN,117.10000,145.30000,54.00000,54.00000,39.00000,50.00000,360.69900,453.86500,NaN,1041.00000,1577.00000,3.90000,1.10000,1.70000,NaN
198711,1498.00000,NaN,NaN,NaN,69.57000,NaN,NaN,NaN,NaN,5152.00000,NaN,742.80000,NaN,NaN,NaN,NaN,NaN,NaN,3230.00000,3230.00000,102.20000,118.80000,130.10000,96.00000,15.00000,78.40000,37.90000,NaN,NaN,8.90000,8.90000,53.00000,9.00000,1457.00000,1656.00000,117000.00000,139200.00000,625.00000,106600.00000,85000.00000,NaN,363.00000,2490.00000,2490.00000,7.00000,NaN,85000.00000,43.00000,NaN,1061.00000,216.00000,19.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.36290,69.85640,83.20930,66.87390,53.33190,60.74140,72.04750,NaN,NaN,NaN,NaN,NaN,119.50000,135.90000,64.00000,60.00000,43.00000,56.00000,367.40900,459.60200,NaN,1042.00000,1578.00000,3.70000,1.00000,2.00000,NaN
198712,1383.00000,NaN,NaN,NaN,70.31000,NaN,NaN,NaN,NaN,5180.00000,NaN,743.50000,NaN,NaN,NaN,NaN,NaN,NaN,3170.00000,3170.00000,93.40000,85.40000,154.70000,100.00000,14.00000,80.20000,38.50000,NaN,NaN,7.80000,7.80000,57.00000,9.00000,1345.00000,1400.00000,111800.00000,136200.00000,595.00000,107100.00000,85400.00000,NaN,366.00000,2160.00000,2160.00000,7.60000,NaN,85400.00000,37.00000,NaN,987.30000,212.00000,15.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.43640,71.35360,81.43220,68.92880,64.20480,64.34070,72.63830,NaN,NaN,NaN,NaN,NaN,118.20000,147.30000,52.00000,56.00000,39.00000,51.00000,366.05100,459.34300,NaN,1018.00000,1632.00000,3.50000,0.80000,1.70000,NaN
198801,1279.00000,NaN,NaN,NaN,70.76000,NaN,NaN,NaN,NaN,5094.00000,NaN,745.00000,NaN,NaN,NaN,NaN,NaN,NaN,3090.00000,3090.00000,71.70000,78.20000,110.30000,105.00000,15.00000,76.20000,37.40000,NaN,NaN,8.60000,8.60000,54.00000,12.00000,1244.00000,1271.00000,119000.00000,144400.00000,585.00000,109500.00000,88100.00000,NaN,367.00000,2330.00000,2330.00000,7.50000,NaN,88100.00000,43.00000,NaN,955.90000,207.00000,15.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109.99120,67.35970,73.03080,65.74370,56.80780,54.35830,71.44140,NaN,NaN,NaN,NaN,NaN,122.10000,150.10000,58.00000,56.00000,45.00000,53.00000,360.29800,449.01900,NaN,1008.00000,1554.00000,3.80000,1.30000,1.70000,NaN
198802,1478.00000,NaN,NaN,NaN,71.24000,NaN,NaN,NaN,NaN,5162.00000,NaN,747.00000,NaN,NaN,NaN,NaN,NaN,NaN,3230.00000,3230.00000,93.30000,90.20000,99.90000,102.00000,16.00000,78.10000,37.70000,NaN,NaN,10.30000,10.30000,56.00000,17.00000,1438.00000,1473.00000,110900.00000,137600.00000,663.00000,110900.00000,88900.00000,NaN,357.00000,2640.00000,2640.00000,6.60000,NaN,88900.00000,55.00000,NaN,942.70000,204.00000,22.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.65280,69.84640,78.12860,67.69100,54.14780,54.51200,72.01650,NaN,NaN,NaN,NaN,NaN,122.30000,139.40000,56.00000,55.00000,38.00000,51.00000,355.63700,445.12100,NaN,976.00000,1450.00000,5.00000,1.60000,2.10000,NaN
198803,1568.00000,NaN,NaN,NaN,71.74000,NaN,NaN,NaN,NaN,5201.00000,NaN,750.10000,NaN,NaN,NaN,NaN,NaN,NaN,3320.00000,3320.00000,140.40000,128.80000,121.00000,99.00000,22.00000,80.10000,38.30000,NaN,NaN,9.60000,9.60000,56.00000,19.00000,1525.00000,1532.00000,108900.00000,133200.00000,669.00000,111600.00000,88900.00000,NaN,372.00000,2690.00000,2690.00000,6.60000,NaN,88900.00000,68.00000,NaN,948.50000,212.00000,27.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.79520,71.07730,81.42390,68.49420,53.97360,58.58150,72.36010,NaN,NaN,NaN,NaN,NaN,122.50000,147.20000,58.00000,55.00000,40.00000,51.00000,363.79300,459.90000,NaN,994.00000,1600.00000,4.70000,1.70000,2.10000,NaN
198804,1469.00000,NaN,NaN,NaN,72.20000,NaN,NaN,NaN,NaN,5227.00000,NaN,754.00000,NaN,NaN,NaN,NaN,NaN,NaN,3430.00000,3430.00000,135.30000,153.20000,125.80000,99.00000,20.00000,80.50000,38.30000,NaN,NaN,9.60000,9.60000,53.00000,18.00000,1429.00000,1573.00000,111000.00000,135000.00000,699.00000,109600.00000,88000.00000,NaN,365.00000,2780.00000,2780.00000,6.40000,NaN,88000.00000,68.00000,NaN,973.20000,210.00000,30.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.65530,70.04050,80.72550,67.37030,52.32310,60.48260,72.07830,NaN,NaN,NaN,NaN,NaN,123.10000,151.40000,57.00000,57.00000,41.00000,52.00000,364.42300,459.98400,NaN,999.00000,1615.00000,3.50000,1.10000,1.70000,NaN
198805,1484.00000,NaN,NaN,NaN,72.76000,NaN,NaN,NaN,NaN,5228.00000,NaN,751.20000,NaN,NaN,NaN,NaN,NaN,NaN,3540.00000,3540.00000,138.70000,140.20000,115.30000,100.00000,17.00000,80.40000,38.30000,NaN,NaN,9.40000,9.40000,56.00000,20.00000,1444.00000,1421.00000,110000.00000,133500.00000,684.00000,113300.00000,89600.00000,NaN,367.00000,2850.00000,2850.00000,6.60000,NaN,89600.00000,64.00000,NaN,996.00000,210.00000,28.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.79180,70.98870,82.33750,68.15490,53.20790,63.19500,72.27210,NaN,NaN,NaN,NaN,NaN,121.80000,145.30000,59.00000,58.00000,43.00000,54.00000,366.60300,462.53800,NaN,987.00000,1483.00000,3.30000,1.10000,1.30000,NaN
